Žurnāls: ppo_trader_Clean Baseline_ETH.log

Ierīce: cpu  |  AMP: False
Eksperiments: Clean Baseline

============================================================
1. SOLIS: Datu ielāde
============================================================
Visa datu kopa : 772,429 sveces  |  2019-01-05 05:00:00 → 2026-05-13 02:40:00
Izmantojam     : 331,041 sveces  |  2023-03-20 14:35:00 → 2026-05-13 02:40:00
Apmācība (~2g) : 0..220,694  (2023-03-20 14:35:00 → 2025-04-24 23:05:00)
Tests  (~1g)   : 220,694..331,041  (2025-04-24 23:10:00 → 2026-05-13 02:40:00)
Pazīmes (tirgus): 32
N_STATE_FEATURES=34

Slipāžas rindu priekšaprēķins...

============================================================
7. SOLIS: Modelis
============================================================
Parametri: 62,853  |  INPUT_DIM=34
Arhitektūra: D_MODEL=64, N_HEADS=2, N_LAYERS=1, SEQ_LEN=32

============================================================
10. SOLIS: Apmācība (PPO)
============================================================
Kopējie soļi: 75,000  |  N_ENVS: 4  |  ROLLOUT_STEPS: 128
Bufera izmērs vienam atjauninājumam: 512 pārejas
PPO epohi: 2  |  Mini-pakete: 128
Režīms: Clean Baseline  —  visi reward shaping sodi atslēgti
Apmācība: tīrs PnL signāls (log-atgriešanās), bez OPEN_PENALTY, SHORT_TRADE_PEN, HOLD_PENALTY
Kontrolpunkti: checkpoints_Clean Baseline_ETH/  (ik pēc 29 atjauninājumiem)

────────────────────────────────────────────────────────────────────────────────
     Solis   Upd  Rew(avg10)       pi       v    ent   clip%      ev        lr  Darbības(H/L/S/C)
     6,144    12    -0.00105  -0.0009  0.0044  1.316↑    0.0%  -1.636  2.95e-04  29.1%/30.7%/24.6%/15.6%
     6,656    13    -0.00103  +0.0001  0.0042  1.318↑    0.0%  -2.302  2.94e-04  25.2%/29.5%/27.9%/17.4%
     7,168    14    -0.00101  -0.0007  0.0034  1.312↑    0.0%  -3.404  2.93e-04  24.4%/27.7%/29.5%/18.4%
     7,680    15    -0.00106  -0.0006  0.0043  1.310↑    0.0%  -1.053  2.92e-04  28.7%/24.8%/29.3%/17.2%
     8,192    16    -0.00108  -0.0009  0.0041  1.293↑    0.0%  -0.444  2.91e-04  29.9%/26.4%/24.8%/18.9%
     8,704    17    -0.00110  +0.0000  0.0037  1.305↑    0.0%  -1.862  2.90e-04  29.1%/26.8%/25.8%/18.4%
     9,216    18    -0.00107  -0.0003  0.0027  1.300↑    0.0%  -0.457  2.89e-04  33.0%/28.3%/21.7%/17.0%
     9,728    19    -0.00110  -0.0000  0.0029  1.310→    0.0%  -3.752  2.88e-04  25.4%/26.4%/30.9%/17.4%
    10,240    20    -0.00112  -0.0009  0.0029  1.306→    0.0%  -1.537  2.86e-04  27.5%/26.4%/28.9%/17.2%
    10,752    21    -0.00113  -0.0006  0.0027  1.305↑    0.0%  -0.797  2.85e-04  27.0%/27.0%/28.1%/18.0%
    11,264    22    -0.00116  +0.0001  0.0026  1.305↑    0.0%  -0.921  2.84e-04  26.4%/27.3%/27.3%/18.9%
    11,776    23    -0.00117  -0.0003  0.0020  1.303↑    0.0%  +0.234  2.82e-04  30.1%/27.1%/25.2%/17.6%
    12,288    24    -0.00119  -0.0001  0.0029  1.314↑    0.0%  -1.755  2.81e-04  29.1%/27.1%/26.6%/17.2%
    12,800    25    -0.00117  -0.0007  0.0025  1.298→    0.0%  -0.203  2.79e-04  30.3%/28.7%/22.5%/18.6%
    13,312    26    -0.00118  +0.0001  0.0032  1.322↑    0.0%  -0.359  2.77e-04  24.8%/28.9%/30.5%/15.8%
    13,824    27    -0.00116  +0.0002  0.0021  1.304↑    0.0%  -0.049  2.75e-04  32.2%/27.7%/24.2%/15.8%
    14,336    28    -0.00118  -0.0007  0.0023  1.303↑    0.0%  +0.016  2.74e-04  28.9%/24.0%/28.9%/18.2%
    14,848    29    -0.00115  -0.0006  0.0019  1.307↑    0.0%  -0.036  2.72e-04  27.0%/28.1%/27.0%/18.0%
  ✓ Kontrolpunkts: checkpoints_Clean Baseline_ETH\ckpt_step0014848.pth  [20% apmācības]
    15,360    30    -0.00117  -0.0002  0.0019  1.304↑    0.0%  -2.564  2.70e-04  26.4%/25.6%/28.3%/19.7%
    15,872    31    -0.00121  -0.0009  0.0017  1.304↑    0.0%  -0.798  2.68e-04  30.5%/24.4%/29.1%/16.0%
    16,384    32    -0.00124  -0.0005  0.0024  1.283→    0.0%  -1.693  2.66e-04  31.6%/22.1%/25.2%/21.1%
    16,896    33    -0.00124  -0.0012  0.0020  1.305→    0.0%  -1.939  2.64e-04  31.6%/27.9%/23.4%/17.0%
    17,408    34    -0.00128  +0.0002  0.0019  1.306→    0.0%  -0.170  2.62e-04  28.9%/30.1%/23.6%/17.4%
    17,920    35    -0.00128  +0.0001  0.0029  1.306→    0.0%  -0.150  2.60e-04  27.5%/27.5%/27.0%/18.0%
    18,432    36    -0.00129  -0.0008  0.0027  1.299→    0.0%  -0.006  2.57e-04  30.1%/25.4%/26.4%/18.2%
    18,944    37    -0.00133  -0.0021  0.0023  1.297→    0.0%  +0.459  2.55e-04  27.3%/26.8%/26.8%/19.1%
    19,456    38    -0.00135  -0.0004  0.0018  1.309→    0.0%  -0.474  2.53e-04  31.4%/28.5%/23.0%/17.0%
    19,968    39    -0.00137  +0.0006  0.0021  1.293→    0.0%  +0.031  2.50e-04  32.0%/22.5%/27.1%/18.4%
    20,480    40    -0.00135  -0.0005  0.0018  1.305→    0.0%  -1.655  2.48e-04  26.4%/28.1%/27.9%/17.6%
    20,992    41    -0.00135  -0.0008  0.0016  1.303→    0.0%  -0.314  2.45e-04  27.3%/24.6%/28.5%/19.5%
    21,504    42    -0.00132  -0.0006  0.0017  1.316→    0.0%  -0.353  2.43e-04  29.1%/27.5%/27.0%/16.4%
    22,016    43    -0.00130  -0.0004  0.0014  1.298→    0.0%  +0.178  2.40e-04  33.0%/23.4%/26.0%/17.6%
    22,528    44    -0.00124  -0.0008  0.0016  1.302→    0.0%  +0.173  2.38e-04  31.6%/27.0%/23.0%/18.4%
    23,040    45    -0.00120  -0.0007  0.0014  1.293→    0.0%  -1.243  2.35e-04  30.5%/25.0%/27.0%/17.6%
    23,552    46    -0.00113  -0.0023  0.0013  1.301→    0.0%  +0.015  2.33e-04  30.3%/22.1%/31.2%/16.4%
    24,064    47    -0.00110  -0.0007  0.0012  1.295→    0.0%  -2.616  2.30e-04  32.0%/24.4%/27.1%/16.4%
    24,576    48    -0.00108  -0.0007  0.0013  1.293→    0.0%  -2.530  2.27e-04  31.1%/25.4%/25.6%/18.0%
    25,088    49    -0.00106  +0.0002  0.0012  1.295→    0.0%  -0.424  2.24e-04  31.2%/25.0%/27.0%/16.8%
    25,600    50    -0.00107  -0.0011  0.0012  1.284→    0.0%  -1.805  2.22e-04  31.2%/20.3%/29.5%/18.9%
    26,112    51    -0.00109  +0.0005  0.0016  1.289↓    0.0%  -0.724  2.19e-04  34.0%/20.9%/29.1%/16.0%
    26,624    52    -0.00114  -0.0003  0.0013  1.282↓    0.0%  +0.176  2.16e-04  36.3%/24.8%/23.2%/15.6%
    27,136    53    -0.00129  -0.0015  0.0025  1.306↓    0.0%  +0.047  2.13e-04  30.7%/25.8%/28.1%/15.4%
    27,648    54    -0.00135  -0.0001  0.0013  1.277↓    0.0%  -1.452  2.10e-04  34.2%/21.3%/27.0%/17.6%
    28,160    55    -0.00136  +0.0001  0.0012  1.287↓    0.0%  -0.454  2.07e-04  29.7%/24.8%/26.8%/18.8%
    28,672    56    -0.00136  -0.0009  0.0012  1.282↓    0.0%  -0.129  2.04e-04  31.2%/21.7%/28.1%/18.9%
    29,184    57    -0.00136  -0.0007  0.0008  1.281↓    0.0%  -0.160  2.01e-04  30.5%/26.2%/24.6%/18.8%
    29,696    58    -0.00136  -0.0008  0.0010  1.287↓    0.0%  -2.087  1.98e-04  30.1%/20.9%/30.3%/18.8%
  ✓ Kontrolpunkts: checkpoints_Clean Baseline_ETH\ckpt_step0029696.pth  [40% apmācības]
    30,208    59    -0.00143  +0.0001  0.0012  1.279↓    0.0%  +0.086  1.95e-04  28.5%/26.6%/24.2%/20.7%
    30,720    60    -0.00143  +0.0002  0.0012  1.280↓    0.0%  -0.336  1.92e-04  29.1%/23.0%/28.1%/19.7%
    31,232    61    -0.00139  -0.0020  0.0010  1.270↓    0.0%  -1.316  1.89e-04  36.7%/20.5%/25.0%/17.8%
    31,744    62    -0.00131  +0.0001  0.0009  1.274↓    0.0%  -0.162  1.86e-04  33.6%/21.9%/26.2%/18.4%
    32,256    63    -0.00116  +0.0007  0.0009  1.254↓    0.0%  -0.399  1.82e-04  40.8%/20.9%/23.0%/15.2%
    32,768    64    -0.00110  -0.0023  0.0015  1.275↓    0.0%  -0.388  1.79e-04  30.1%/26.0%/25.4%/18.6%
    33,280    65    -0.00109  +0.0007  0.0011  1.256↓    0.0%  -0.685  1.76e-04  38.5%/19.9%/26.2%/15.4%
    33,792    66    -0.00113  +0.0003  0.0009  1.266↓    0.0%  -0.927  1.73e-04  32.8%/26.4%/22.5%/18.4%
    34,304    67    -0.00110  -0.0004  0.0011  1.261↓    0.0%  -2.305  1.70e-04  35.7%/20.5%/26.0%/17.8%
    34,816    68    -0.00111  -0.0013  0.0008  1.258↓    0.0%  -2.822  1.67e-04  35.9%/21.3%/24.8%/18.0%
    35,328    69    -0.00102  -0.0009  0.0010  1.272↓    0.0%  -1.767  1.63e-04  37.1%/20.9%/25.8%/16.2%
    35,840    70    -0.00108  -0.0003  0.0012  1.254↓    0.0%  +0.124  1.60e-04  35.7%/20.9%/25.6%/17.8%
    36,352    71    -0.00112  -0.0005  0.0013  1.295↓    0.0%  +0.280  1.57e-04  34.8%/31.6%/19.5%/14.1%
    36,864    72    -0.00115  -0.0000  0.0010  1.263↓    0.0%  +0.275  1.54e-04  32.6%/23.8%/24.2%/19.3%
    37,376    73    -0.00115  +0.0002  0.0009  1.260↓    0.0%  +0.235  1.50e-04  37.3%/20.9%/24.6%/17.2%
    37,888    74    -0.00117  -0.0011  0.0009  1.264↓    0.0%  -0.815  1.47e-04  38.5%/20.9%/24.0%/16.6%
    38,400    75    -0.00119  -0.0007  0.0010  1.262↓    0.0%  -0.666  1.44e-04  38.1%/20.9%/24.0%/17.0%
    38,912    76    -0.00116  -0.0027  0.0008  1.256↓    0.0%  -1.560  1.41e-04  36.9%/19.7%/26.2%/17.2%
    39,424    77    -0.00119  -0.0001  0.0008  1.258↓    0.0%  -0.896  1.38e-04  37.5%/21.7%/23.4%/17.4%
    39,936    78    -0.00117  -0.0008  0.0007  1.270↓    0.0%  -1.490  1.34e-04  32.8%/23.4%/26.0%/17.8%
    40,448    79    -0.00125  -0.0008  0.0011  1.251↓    0.0%  -0.019  1.31e-04  37.1%/21.1%/23.4%/18.4%
    40,960    80    -0.00117  -0.0005  0.0009  1.281↓    0.0%  -1.615  1.28e-04  34.8%/22.9%/25.0%/17.4%
    41,472    81    -0.00117  +0.0004  0.0007  1.227↓    0.0%  -0.376  1.25e-04  43.2%/17.6%/22.1%/17.2%
    41,984    82    -0.00113  -0.0014  0.0007  1.243↓    0.0%  -4.775  1.22e-04  40.8%/17.4%/24.4%/17.4%
    42,496    83    -0.00116  -0.0012  0.0008  1.230↓    0.0%  -1.268  1.19e-04  40.4%/18.6%/22.5%/18.6%
    43,008    84    -0.00121  -0.0001  0.0007  1.272↓    0.0%  -0.965  1.15e-04  33.0%/27.0%/22.1%/18.0%
    43,520    85    -0.00122  -0.0017  0.0009  1.245↓    0.0%  -0.282  1.12e-04  39.6%/23.6%/20.1%/16.6%
    44,032    86    -0.00122  -0.0008  0.0009  1.229↓    0.0%  -1.699  1.09e-04  41.6%/19.9%/18.9%/19.5%
    44,544    87    -0.00133  -0.0003  0.0031  1.259↓    0.0%  -0.603  1.06e-04  35.9%/22.1%/25.6%/16.4%
  ✓ Kontrolpunkts: checkpoints_Clean Baseline_ETH\ckpt_step0044544.pth  [59% apmācības]
    45,056    88    -0.00136  -0.0019  0.0010  1.249↓    0.0%  +0.156  1.03e-04  38.1%/20.7%/23.2%/18.0%
    45,568    89    -0.00131  -0.0009  0.0008  1.272↓    0.0%  -0.931  1.00e-04  37.9%/21.7%/23.2%/17.2%
    46,080    90    -0.00132  -0.0003  0.0010  1.215↓    0.0%  -0.347  9.70e-05  44.7%/18.0%/20.1%/17.2%
    46,592    91    -0.00126  -0.0006  0.0007  1.269↓    0.0%  -1.402  9.40e-05  38.9%/20.9%/22.7%/17.6%
    47,104    92    -0.00127  +0.0005  0.0007  1.233↓    0.0%  -1.153  9.11e-05  39.5%/20.7%/22.9%/17.0%
    47,616    93    -0.00122  -0.0006  0.0008  1.255↓    0.0%  -0.205  8.81e-05  33.4%/21.3%/26.8%/18.6%
    48,128    94    -0.00113  -0.0007  0.0007  1.252↓    0.0%  +0.067  8.52e-05  36.7%/20.9%/24.2%/18.2%
    48,640    95    -0.00104  -0.0008  0.0007  1.247↓    0.0%  +0.035  8.23e-05  37.3%/21.9%/22.7%/18.2%
    49,152    96    -0.00103  -0.0003  0.0011  1.258↓    0.0%  -0.412  7.95e-05  36.7%/21.7%/23.6%/18.0%
    49,664    97    -0.00089  -0.0005  0.0014  1.245↓    0.0%  -0.478  7.67e-05  39.6%/19.5%/23.4%/17.4%
    50,176    98    -0.00080  +0.0001  0.0008  1.265↓    0.0%  -1.830  7.39e-05  33.8%/25.6%/21.9%/18.8%
    50,688    99    -0.00075  +0.0006  0.0007  1.236↓    0.0%  -1.043  7.12e-05  37.9%/18.0%/27.0%/17.2%
    51,200   100    -0.00067  -0.0008  0.0010  1.271↓    0.0%  -1.062  6.84e-05  35.2%/22.7%/25.4%/16.8%
    51,712   101    -0.00062  +0.0003  0.0009  1.227↓    0.0%  -0.058  6.58e-05  40.4%/16.4%/25.0%/18.2%
    52,224   102    -0.00059  -0.0003  0.0006  1.272↓    0.0%  -0.737  6.31e-05  34.0%/24.6%/24.0%/17.4%
    52,736   103    -0.00057  +0.0005  0.0011  1.269↓    0.0%  +0.295  6.06e-05  38.9%/22.7%/23.2%/15.2%
    53,248   104    -0.00055  -0.0010  0.0007  1.235↓    0.0%  -1.283  5.80e-05  38.7%/20.3%/22.3%/18.8%
    53,760   105    -0.00052  -0.0002  0.0007  1.253↓    0.0%  -1.055  5.55e-05  39.6%/18.9%/25.4%/16.0%
    54,272   106    -0.00048  -0.0006  0.0006  1.248↓    0.0%  -5.857  5.30e-05  41.8%/20.5%/21.7%/16.0%
    54,784   107    -0.00046  -0.0007  0.0008  1.245↓    0.0%  -0.663  5.06e-05  38.5%/18.8%/24.2%/18.6%
    55,296   108    -0.00046  -0.0003  0.0010  1.232↓    0.0%  -1.627  4.83e-05  36.9%/18.8%/27.3%/17.0%
    55,808   109    -0.00045  +0.0013  0.0008  1.257↓    0.0%  -1.174  4.59e-05  37.7%/19.3%/25.0%/18.0%
    56,320   110    -0.00047  +0.0005  0.0008  1.236↓    0.0%  -3.193  4.37e-05  39.1%/16.6%/25.6%/18.8%
    56,832   111    -0.00048  -0.0001  0.0006  1.243↓    0.0%  -1.512  4.14e-05  43.8%/17.4%/21.3%/17.6%
    57,344   112    -0.00047  +0.0000  0.0007  1.249↓    0.0%  -1.255  3.93e-05  39.1%/18.2%/26.8%/16.0%
    57,856   113    -0.00047  +0.0007  0.0006  1.250↓    0.0%  -1.575  3.71e-05  38.7%/22.7%/21.1%/17.6%
    58,368   114    -0.00046  -0.0003  0.0006  1.254↓    0.0%  -1.942  3.51e-05  38.7%/18.6%/25.8%/17.0%
    58,880   115    -0.00048  -0.0000  0.0005  1.232↓    0.0%  -0.631  3.30e-05  42.6%/20.9%/20.9%/15.6%
    59,392   116    -0.00047  +0.0017  0.0006  1.241↓    0.0%  -1.355  3.11e-05  38.1%/20.1%/23.8%/18.0%
  ✓ Kontrolpunkts: checkpoints_Clean Baseline_ETH\ckpt_step0059392.pth  [79% apmācības]
    59,904   117    -0.00047  -0.0018  0.0006  1.226↓    0.0%  -0.442  2.92e-05  43.0%/15.6%/25.6%/15.8%
    60,416   118    -0.00048  +0.0000  0.0006  1.246↓    0.0%  -1.032  2.73e-05  36.3%/21.1%/24.2%/18.4%
    60,928   119    -0.00048  -0.0019  0.0005  1.238↓    0.0%  -0.432  2.55e-05  40.8%/20.7%/22.1%/16.4%
    61,440   120    -0.00047  -0.0005  0.0006  1.246↓    0.0%  -2.000  2.38e-05  36.7%/17.6%/28.3%/17.4%
    61,952   121    -0.00048  -0.0000  0.0007  1.246↓    0.0%  -0.507  2.21e-05  37.7%/18.4%/25.4%/18.6%
    62,464   122    -0.00046  +0.0001  0.0007  1.264↓    0.0%  -2.127  2.05e-05  34.4%/23.4%/26.6%/15.6%
    62,976   123    -0.00045  +0.0003  0.0007  1.238↓    0.0%  -1.315  1.89e-05  40.4%/16.2%/24.8%/18.6%
    63,488   124    -0.00048  +0.0019  0.0005  1.232↓    0.0%  -2.722  1.74e-05  42.8%/17.2%/22.5%/17.6%
    64,000   125    -0.00046  -0.0014  0.0006  1.241↓    0.0%  -3.843  1.60e-05  38.9%/18.6%/24.0%/18.6%
    64,512   126    -0.00049  -0.0005  0.0005  1.226↓    0.0%  -1.464  1.46e-05  39.3%/19.7%/21.9%/19.1%
    65,024   127    -0.00046  -0.0006  0.0006  1.256↓    0.0%  -4.017  1.33e-05  37.3%/20.9%/24.4%/17.4%
    65,536   128    -0.00046  +0.0001  0.0006  1.230↓    0.0%  -2.924  1.21e-05  42.8%/17.0%/23.4%/16.8%
    66,048   129    -0.00045  -0.0008  0.0007  1.262↓    0.0%  -0.530  1.09e-05  38.1%/18.4%/26.2%/17.4%
    66,560   130    -0.00048  +0.0005  0.0007  1.248↓    0.0%  -0.496  9.77e-06  40.4%/19.3%/22.5%/17.8%
    67,072   131    -0.00048  +0.0004  0.0006  1.260↓    0.0%  -1.233  8.72e-06  41.2%/17.6%/24.8%/16.4%
    67,584   132    -0.00052  +0.0009  0.0007  1.266↓    0.0%  -1.081  7.73e-06  35.0%/23.2%/24.6%/17.2%
    68,096   133    -0.00053  -0.0001  0.0006  1.252↓    0.0%  -1.084  6.81e-06  36.1%/17.4%/28.3%/18.2%
    68,608   134    -0.00052  +0.0008  0.0006  1.261↓    0.0%  -2.124  5.96e-06  38.5%/19.9%/23.2%/18.4%
    69,120   135    -0.00054  -0.0021  0.0006  1.233↓    0.0%  -0.855  5.17e-06  39.8%/19.5%/23.2%/17.4%
    69,632   136    -0.00053  -0.0008  0.0007  1.253↓    0.0%  -0.538  4.45e-06  37.7%/21.3%/23.2%/17.8%
    70,144   137    -0.00053  -0.0008  0.0005  1.232↓    0.0%  -2.292  3.79e-06  42.0%/16.0%/24.6%/17.4%
    70,656   138    -0.00052  -0.0002  0.0006  1.263↓    0.0%  -3.166  3.21e-06  36.7%/19.5%/25.4%/18.4%
    71,168   139    -0.00050  -0.0005  0.0006  1.245↓    0.0%  -4.380  2.69e-06  36.3%/22.5%/22.3%/18.9%
    71,680   140    -0.00047  +0.0009  0.0006  1.249↓    0.0%  -0.833  2.24e-06  39.5%/19.5%/24.6%/16.4%
    72,192   141    -0.00049  +0.0005  0.0008  1.265↓    0.0%  -2.318  1.86e-06  34.4%/24.4%/24.2%/17.0%
    72,704   142    -0.00045  -0.0008  0.0007  1.245↓    0.0%  -3.233  1.55e-06  41.4%/18.8%/24.4%/15.4%
    73,216   143    -0.00043  +0.0012  0.0006  1.253↓    0.0%  -1.919  1.31e-06  38.5%/20.3%/24.2%/17.0%
    73,728   144    -0.00044  +0.0000  0.0005  1.239↓    0.0%  -1.374  1.14e-06  39.1%/15.4%/27.3%/18.2%
    74,240   145    -0.00042  +0.0002  0.0007  1.269↓    0.0%  -1.688  1.03e-06  37.7%/19.1%/27.0%/16.2%
  ✓ Kontrolpunkts: checkpoints_Clean Baseline_ETH\ckpt_step0074240.pth  [99% apmācības]
    74,752   146    -0.00038  +0.0003  0.0006  1.242↓    0.0%  -1.887  1.00e-06  39.3%/21.1%/23.2%/16.4%
    75,264   147    -0.00036  -0.0004  0.0006  1.266↓    0.0%  -2.349  1.03e-06  40.6%/18.6%/25.4%/15.4%
  ✓ Kontrolpunkts: checkpoints_Clean Baseline_ETH\ckpt_step0075264.pth  [100% apmācības]

────────────────────────────────────────────────────────────────────────────────
  Vidējais ātrums: 590 soļi/sek
  Vidējā atlīdzība (pēdējie 10 atjauninājumi): -0.00036
  Galīgā entropija: 1.266  (sākums: 1.299)
────────────────────────────────────────────────────────────────────────────────

✓ Galīgais modelis saglabāts: ppo_trader_Clean Baseline_ETH.pth

============================================================
11. SOLIS: Bektests (4 varianti)
============================================================

────────────────────────────────────────────────────────────  1. Komisija + slipāža          
  Bilance: $396.42 | Ienesīgums: -60.36% | MaxDD: 76.75% | Sharpe: -0.523 | Calmar: -0.786 | PF: 0.908 | Darījumi: 230 | Win%: 41.7%

────────────────────────────────────────────────────────────  2. Tikai komisija              
  Bilance: $1,073.71 | Ienesīgums: +7.37% | MaxDD: 54.66% | Sharpe: 0.556 | Calmar: 0.135 | PF: 1.060 | Darījumi: 231 | Win%: 54.1%

────────────────────────────────────────────────────────────  3. Tikai slipāža              
  Bilance: $476.65 | Ienesīgums: -52.34% | MaxDD: 74.04% | Sharpe: -0.379 | Calmar: -0.707 | PF: 0.920 | Darījumi: 230 | Win%: 42.2%

────────────────────────────────────────────────────────────  4. Bez izmaksām               
  Bilance: $1,291.67 | Ienesīgums: +29.17% | MaxDD: 51.65% | Sharpe: 0.702 | Calmar: 0.565 | PF: 1.081 | Darījumi: 231 | Win%: 55.8%


======================================================================
12. SOLIS: Rezultāti
======================================================================

  Metrika                     1. Komisija + slipāža            2. Tikai komisija                3. Tikai slipāža                4. Bez izmaksām               
  ──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Galīgā bilance                                     $396.42                       $1,073.71                         $476.65                       $1,291.67
  Ienesīgums                                         -60.36%                          +7.37%                         -52.34%                         +29.17%
  Maks. kritums                                       76.75%                          54.66%                          74.04%                          51.65%
  Sharpe (pēc darījumiem)                             -0.523                           0.556                          -0.379                           0.702
  Calmar koeficients                                  -0.786                           0.135                          -0.707                           0.565
  Peļņas faktors                                       0.908                           1.060                           0.920                           1.081
  Vid. PnL / solis ($)                             -0.002119                        0.001806                       -0.001952                        0.002643
  Darījumi                                               230                             231                             230                             231
  Uzvaru īpatsvars                                     41.7%                           54.1%                           42.2%                           55.8%
  Vid. darījuma P&L                                  -0.145%                         +0.153%                         -0.105%                         +0.193%
  Vid. ilgums (h)                                       27.9                            27.7                            27.9                            27.7
  Vid. slip (ieeja+izeja)                            0.2236%                               —                         0.2236%                               —
  Vid. komisija                                      0.0800%                         0.0800%                               —                               —

  Zudumi no komisijām        : +21.80%
  Zudumi no slipāžas        : +81.50%
  Kopējie zudumi             : +89.53%

  Signāli (variants 1):
    HOLD  :   90,999  (82.5%)
    LONG  :   19,114  (17.3%)
    SHORT :       17  (0.0%)
    CLOSE :      215  (0.2%)

  Darījumi: LONG=223  SHORT=7

  ──────────────────────────────────────────────────────────
  TOP 5 IENESĪGĀKIE
  1. LONG  | 2025-08-07 05:05 → 2025-08-16 07:55 | 218h 50m | P&L: +262.05$ (+21.618%) | slip: 0.040%/0.044%
  2. LONG  | 2025-05-08 04:55 → 2025-05-09 08:20 | 27h 25m | P&L: +251.00$ (+25.214%) | slip: 0.087%/0.148%
  3. LONG  | 2025-07-15 22:45 → 2025-07-17 07:35 | 32h 50m | P&L: +128.20$ (+10.777%) | slip: 0.058%/0.203%
  4. LONG  | 2025-08-22 03:15 → 2025-08-22 15:20 | 12h 5m | P&L: +104.76$ (+7.575%) | slip: 0.079%/0.229%
  5. LONG  | 2025-07-17 21:20 → 2025-07-21 04:55 | 79h 35m | P&L: +94.06$ (+7.230%) | slip: 0.195%/0.045%

  ──────────────────────────────────────────────────────────
  TOP 5 ZAUDĪGĀKIE
  1. LONG  | 2026-01-27 01:30 → 2026-02-02 01:20 | 143h 50m | P&L: -176.89$ (-23.442%) | slip: 0.032%/0.648%
  2. LONG  | 2025-07-31 03:15 → 2025-08-03 08:05 | 76h 50m | P&L: -143.86$ (-10.536%) | slip: 0.044%/0.022%
  3. LONG  | 2026-02-02 13:30 → 2026-02-13 04:10 | 254h 40m | P&L: -83.95$ (-15.851%) | slip: 0.125%/0.049%
  4. LONG  | 2025-09-13 04:40 → 2025-09-20 01:25 | 164h 45m | P&L: -83.94$ (-5.888%) | slip: 0.047%/0.038%
  5. LONG  | 2025-06-05 01:10 → 2025-06-06 08:30 | 31h 20m | P&L: -74.11$ (-5.946%) | slip: 0.030%/0.043%

  ✓ Darījumu žurnāls: backtest_Clean Baseline_ETH_trades.csv

──────────────────────────────────────────────────────────────────────
  ✓ Rezultāts pievienots: experiments.csv

